owner,team,league,recipient,amount,election_year,party,new_party,new_amount
Steve Ballmer,LA Clippers,NBA,DELBENE FOR CONGRESS,"$5,400",2018,Democrat,Democrat,5400
Steve Ballmer,LA Clippers,NBA,FRIENDS OF MARIA,"$5,400",2018,Democrat,Democrat,5400
Steve Ballmer,LA Clippers,NBA,MARK KELLY FOR SENATE,"$5,400",2020,Democrat,Democrat,5400
Steve Ballmer,LA Clippers,NBA,DCCC,"$5,000",2018,Democrat,Democrat,5000
Steve Ballmer,LA Clippers,NBA,WYDEN FOR SENATE,"$2,700",2016,Democrat,Democrat,2700
Steve Ballmer,LA Clippers,NBA,MURRAY VICTORY FUND,"$2,000",2016,Democrat,Democrat,2000
Steve Ballmer,LA Clippers,NBA,WASHINGTON STATE DEMOCRATIC CENTRAL COMMITTEE,"$1,800",2016,Democrat,Democrat,1800
Steve Tisch,New York Giants,NFL,HILLARY VICTORY FUND,"$100,000",2016,Democrat,Democrat,100000
Steve Tisch,New York Giants,NFL,RED TO BLUE VICTORY FUND,"$33,900",2018,Democrat,Democrat,33900
Steve Tisch,New York Giants,NFL,GRIDIRON-PAC,"$10,000",2016,Bipartisan,Bipartisan,10000
Steve Tisch,New York Giants,NFL,BOOKER SENATE VICTORY,"$10,000",2018,Democrat,Democrat,10000
Steve Tisch,New York Giants,NFL,CORY BOOKER FOR SENATE,"$5,600",2020,Democrat,Democrat,5600
Steve Tisch,New York Giants,NFL,FRIENDS OF SCHUMER,"$5,400",2016,Democrat,Democrat,5400
Steve Tisch,New York Giants,NFL,HILLARY FOR AMERICA,"$5,400",2016,Democrat,Democrat,5400
Steve Tisch,New York Giants,NFL,CORY BOOKER FOR SENATE,"$5,400",2018,Democrat,Democrat,5400
Steve Tisch,New York Giants,NFL,GRIDIRON-PAC,"$5,000",2018,Bipartisan,Bipartisan,5000
Steve Tisch,New York Giants,NFL,GRIDIRON-PAC,"$5,000",2020,Bipartisan,Bipartisan,5000
Steve Tisch,New York Giants,NFL,PURPOSE PAC,"$4,600",2018,Democrat,Democrat,4600
Steve Tisch,New York Giants,NFL,CORY 2020,"$2,800",2020,Democrat,Democrat,2800
Steve Tisch,New York Giants,NFL,JEFFRIES FOR CONGRESS,"$2,800",2020,Democrat,Democrat,2800
Steve Tisch,New York Giants,NFL,WIN THE ERA PAC,"$2,800",2020,Democrat,Democrat,2800
Steve Tisch,New York Giants,NFL,WRIGHT 2016,"$2,700",2016,Democrat,Democrat,2700
Steve Tisch,New York Giants,NFL,FEINSTEIN FOR SENATE 2024,"$2,700",2018,Democrat,Democrat,2700
Steve Tisch,New York Giants,NFL,ACTBLUE,$560,2020,Democrat,Democrat,560
Stuart Sternberg,Tampa Bay Rays,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,"$10,000",2018,Bipartisan,Bipartisan,10000
Stuart Sternberg,Tampa Bay Rays,MLB,CHARLIE CRIST FOR CONGRESS,"$5,600",2020,Democrat,Democrat,5600
Stuart Sternberg,Tampa Bay Rays,MLB,FRIENDS OF PATRICK MURPHY,"$5,400",2016,Democrat,Democrat,5400
Stuart Sternberg,Tampa Bay Rays,MLB,CHARLIE CRIST FOR CONGRESS,"$5,400",2018,Democrat,Democrat,5400
Stuart Sternberg,Tampa Bay Rays,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,"$5,000",2016,Bipartisan,Bipartisan,5000
Stuart Sternberg,Tampa Bay Rays,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL PAC,"$5,000",2020,Bipartisan,Bipartisan,5000
Stuart Sternberg,Tampa Bay Rays,MLB,CHRIS CHRISTIE FOR PRESIDENT INC.,"$2,700",2016,Republican,Republican,2700
Stuart Sternberg,Tampa Bay Rays,MLB,CHARLIE CRIST FOR CONGRESS,"$2,700",2016,Democrat,Democrat,2700
Stuart Sternberg,Tampa Bay Rays,MLB,CASTOR FOR CONGRESS,"$2,500",2018,Democrat,Democrat,2500
Stuart Sternberg,Tampa Bay Rays,MLB,HILLARY VICTORY FUND,"$1,800",2016,Democrat,Democrat,1800
Stuart Sternberg,Tampa Bay Rays,MLB,ACTBLUE,$36,2016,Democrat,Democrat,36
Ted Leonsis,"Washington Wizards, Washington Capitals, Washington Mystics","NBA, NHL, WNBA",HILLARY VICTORY FUND,"$108,413",2016,Democrat,Democrat,108413
Ted Leonsis,"Washington Wizards, Washington Capitals, Washington Mystics","NBA, NHL, WNBA",VIRGINIA TOGETHER,"$10,400",2018,Democrat,Democrat,10400
Ted Leonsis,"Washington Wizards, Washington Capitals, Washington Mystics","NBA, NHL, WNBA",FRIENDS OF JOHN SARBANES,"$5,400",2016,Democrat,Democrat,5400
Ted Leonsis,"Washington Wizards, Washington Capitals, Washington Mystics","NBA, NHL, WNBA",KATHLEEN MATTHEWS FOR CONGRESS,"$5,400",2016,Democrat,Democrat,5400
Ted Leonsis,"Washington Wizards, Washington Capitals, Washington Mystics","NBA, NHL, WNBA",MAGGIE FOR NH,"$5,400",2016,Democrat,Democrat,5400
Ted Leonsis,"Washington Wizards, Washington Capitals, Washington Mystics","NBA, NHL, WNBA",WARNER VICTORY FUND,"$5,400",2020,Democrat,Democrat,5400
Ted Leonsis,"Washington Wizards, Washington Capitals, Washington Mystics","NBA, NHL, WNBA",CONNOLLY FOR CONGRESS,"$5,000",2018,Democrat,Democrat,5000
Ted Leonsis,"Washington Wizards, Washington Capitals, Washington Mystics","NBA, NHL, WNBA",LUANN BENNETT FOR CONGRESS,"$2,700",2016,Democrat,Democrat,2700
Ted Leonsis,"Washington Wizards, Washington Capitals, Washington Mystics","NBA, NHL, WNBA",VAN HOLLEN FOR SENATE,"$2,700",2016,Democrat,Democrat,2700
Ted Leonsis,"Washington Wizards, Washington Capitals, Washington Mystics","NBA, NHL, WNBA","DAVID TRONE FOR CONGRESS, INC","$2,700",2018,Democrat,Democrat,2700
Ted Leonsis,"Washington Wizards, Washington Capitals, Washington Mystics","NBA, NHL, WNBA",DAS FOR CONGRESS,"$2,600",2018,Democrat,Democrat,2600
Ted Leonsis,"Washington Wizards, Washington Capitals, Washington Mystics","NBA, NHL, WNBA",ALEX T FOR CONGRESS,"$2,400",2018,Democrat,Democrat,2400
Ted Leonsis,"Washington Wizards, Washington Capitals, Washington Mystics","NBA, NHL, WNBA",THE NIKI TSONGAS COMMITTEE,"$2,000",2016,Democrat,Democrat,2000
Ted Leonsis,"Washington Wizards, Washington Capitals, Washington Mystics","NBA, NHL, WNBA",FRIENDS OF JOHN SARBANES,"$2,000",2018,Democrat,Democrat,2000
Ted Leonsis,"Washington Wizards, Washington Capitals, Washington Mystics","NBA, NHL, WNBA",FRIENDS OF JOHN DELANEY,"$1,000",2016,Democrat,Democrat,1000
Terry Pegula,"Buffalo Sabres, Buffalo Bills","NHL, NFL",TOOMEY VICTORY COMMITTEE,"$29,600",2016,Republican,Republican,29600
Terry Pegula,"Buffalo Sabres, Buffalo Bills","NHL, NFL",TOOMEY PENNSYLVANIA VICTORY FUND,"$15,400",2016,Republican,Republican,15400
Terry Pegula,"Buffalo Sabres, Buffalo Bills","NHL, NFL",JACOBS FOR CONGRESS,"$5,600",2020,Republican,Republican,5600
Terry Pegula,"Buffalo Sabres, Buffalo Bills","NHL, NFL",HOUSLEY FOR SENATE COMMITTEE,"$5,400",2018,Republican,Republican,5400
Terry Pegula,"Buffalo Sabres, Buffalo Bills","NHL, NFL",CITIZENS FOR PROSPERITY IN AMERICA TODAY PAC,"$5,000",2016,Republican,Republican,5000
Terry Pegula,"Buffalo Sabres, Buffalo Bills","NHL, NFL",NATIONAL STRIPPER WELL ASSOCIATION PAC (NSWA PAC),"$5,000",2016,Bipartisan,Bipartisan,5000
Terry Pegula,"Buffalo Sabres, Buffalo Bills","NHL, NFL",IPAA WILDCATTERS FUND,"$5,000",2018,Republican,Republican,5000
Thomas L. Williams,Cincinnati Reds,MLB,WINRED,"$11,200",2020,Republican,Republican,11200
Thomas L. Williams,Cincinnati Reds,MLB,SENATE MAJORITY FIREWALL 2020,"$8,400",2020,Republican,Republican,8400
Thomas L. Williams,Cincinnati Reds,MLB,COLLINS FOR SENATOR,"$5,600",2020,Republican,Republican,5600
Thomas L. Williams,Cincinnati Reds,MLB,PORTMAN FOR SENATE COMMITTEE,"$5,600",2020,Republican,Republican,5600
Thomas L. Williams,Cincinnati Reds,MLB,STEVE CHABOT FOR CONGRESS,"$5,600",2020,Republican,Republican,5600
Thomas L. Williams,Cincinnati Reds,MLB,PORTMAN FOR SENATE COMMITTEE,"$5,400",2016,Republican,Republican,5400
Thomas L. Williams,Cincinnati Reds,MLB,PORTMAN-OHIO VICTORY COMMITTEE,"$5,400",2016,Republican,Republican,5400
Thomas L. Williams,Cincinnati Reds,MLB,WENSTRUP FOR CONGRESS,"$5,400",2016,Republican,Republican,5400
Thomas L. Williams,Cincinnati Reds,MLB,MCCONNELL FOR MAJORITY LEADER COMMITTEE,"$5,400",2018,Republican,Republican,5400
Thomas L. Williams,Cincinnati Reds,MLB,OHIO GRASSROOTS VICTORY FUND,"$5,400",2018,Democrat,Democrat,5400
Thomas L. Williams,Cincinnati Reds,MLB,TEAM JOSH,"$5,000",2016,Republican,Republican,5000
Thomas L. Williams,Cincinnati Reds,MLB,CITIZENS FOR JOSH MANDEL INC,"$5,000",2018,Republican,Republican,5000
Thomas L. Williams,Cincinnati Reds,MLB,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,"$5,000",2018,Republican,Republican,5000
Thomas L. Williams,Cincinnati Reds,MLB,OHIO REPUBLICAN PARTY STATE CENTRAL & EXECUTIVE COMMITTEE,"$5,000",2020,Republican,Republican,5000
Thomas L. Williams,Cincinnati Reds,MLB,WENSTRUP FOR CONGRESS,"$4,200",2020,Republican,Republican,4200
Thomas L. Williams,Cincinnati Reds,MLB,STEVE CHABOT FOR CONGRESS,"$3,000",2016,Republican,Republican,3000
Thomas L. Williams,Cincinnati Reds,MLB,JIM RENACCI FOR CONGRESS,"$2,000",2016,Republican,Republican,2000
Thomas L. Williams,Cincinnati Reds,MLB,BRAD WENSTRUP VICTORY FUND,"$1,500",2018,Republican,Republican,1500
Thomas L. Williams,Cincinnati Reds,MLB,STEVE CHABOT FOR CONGRESS,"$1,500",2018,Republican,Republican,1500
Thomas L. Williams,Cincinnati Reds,MLB,BRAD WENSTRUP VICTORY FUND,"$1,500",2020,Republican,Republican,1500
Thomas L. Williams,Cincinnati Reds,MLB,FRIENDS OF DAVE JOYCE,"$1,000",2016,Republican,Republican,1000
Thomas L. Williams,Cincinnati Reds,MLB,REPUBLICAN PARTY OF KENTUCKY,"$1,000",2016,Republican,Republican,1000
Thomas L. Williams,Cincinnati Reds,MLB,RENACCI FOR OHIO VICTORY FUND,$500,2018,Republican,Republican,500
Thomas L. Williams,Cincinnati Reds,MLB,WESTERN AND SOUTHERN LIFE INSURANCE CO POLITICAL ACTION COMMITTEE (WESTERN-SOUTHERN PAC),$500,2020,"Bipartisan, but mostly Republican",Bipartisan,500
Thomas L. Williams,Cincinnati Reds,MLB,TEAM JOSH,$400,2018,Republican,Republican,400
Tilman J. Fertitta,Houston Rockets,NBA,SCALISE LEADERSHIP FUND,"$110,000",2018,Republican,Republican,110000
Tilman J. Fertitta,Houston Rockets,NBA,SCALISE LEADERSHIP FUND,"$100,000",2020,Republican,Republican,100000
Tilman J. Fertitta,Houston Rockets,NBA,TRUMP VICTORY,"$70,000",2020,Republican,Republican,70000
Tilman J. Fertitta,Houston Rockets,NBA,CORNYN MAJORITY COMMITTEE,"$40,700",2020,Republican,Republican,40700
Tilman J. Fertitta,Houston Rockets,NBA,CORNYN MAJORITY COMMITTEE,"$38,900",2018,Republican,Republican,38900
Tilman J. Fertitta,Houston Rockets,NBA,TRUMP VICTORY,"$35,000",2018,Republican,Republican,35000
Tilman J. Fertitta,Houston Rockets,NBA,KEEP THE SENATE RED 2018,"$25,000",2018,Republican,Republican,25000
Tilman J. Fertitta,Houston Rockets,NBA,ARIZONA DEMOCRATIC PARTY,"$10,000",2020,Democrat,Democrat,10000
Tilman J. Fertitta,Houston Rockets,NBA,PIERCE BUSH FOR CONGRESS,"$5,600",2020,Republican,Republican,5600
Tilman J. Fertitta,Houston Rockets,NBA,"DONALD J. TRUMP FOR PRESIDENT, INC.","$5,400",2018,Republican,Republican,5400
Tilman J. Fertitta,Houston Rockets,NBA,TED CRUZ FOR SENATE,"$5,400",2018,Republican,Republican,5400
Tilman J. Fertitta,Houston Rockets,NBA,MARK KELLY FOR SENATE,"$5,400",2020,Democrat,Democrat,5400
Tilman J. Fertitta,Houston Rockets,NBA,HUNT FOR CONGRESS,"$2,800",2020,Republican,Republican,2800
Tilman J. Fertitta,Houston Rockets,NBA,KEVIN ROBERTS FOR CONGRESS,"$2,700",2018,Republican,Republican,2700
Tilman J. Fertitta,Houston Rockets,NBA,MIKE BRAUN FOR INDIANA,"$2,700",2018,Republican,Republican,2700
Tilman J. Fertitta,Houston Rockets,NBA,ADAM SMITH FOR CONGRESS COMMITTEE,"$2,700",2018,Democrat,Democrat,2700
Tilman J. Fertitta,Houston Rockets,NBA,SHEILA JACKSON LEE FOR CONGRESS,"$1,000",2018,Democrat,Democrat,1000
Tilman J. Fertitta,Houston Rockets,NBA,CHARLIE CRIST FOR CONGRESS,$500,2018,Democrat,Democrat,500
Todd Boehly,Los Angeles Dodgers,MLB,NRCC,"$33,900",2018,Republican,Republican,33900
Todd Boehly,Los Angeles Dodgers,MLB,DCCC,"$33,900",2018,Democrat,Democrat,33900
Todd Boehly,Los Angeles Dodgers,MLB,BIG SKY VALUES PAC,"$25,000",2018,Democrat,Democrat,25000
Todd Boehly,Los Angeles Dodgers,MLB,PROBLEM SOLVER REPUBLICANS,"$25,000",2020,Republican,Republican,25000
Todd Boehly,Los Angeles Dodgers,MLB,PROBLEM SOLVER DEMOCRATS,"$25,000",2020,Democrat,Democrat,25000
Todd Boehly,Los Angeles Dodgers,MLB,SERVICE FIRST WOMEN'S VICTORY FUND,"$19,600",2020,Democrat,Democrat,19600
Todd Boehly,Los Angeles Dodgers,MLB,MIKE GALLAGHER FOR WISCONSIN,"$5,600",2020,Republican,Republican,5600
Todd Boehly,Los Angeles Dodgers,MLB,BULLOCK FOR PRESIDENT,"$5,600",2020,Democrat,Democrat,5600
Todd Boehly,Los Angeles Dodgers,MLB,"JEB 2016, INC","$5,400",2016,Republican,Republican,5400
Todd Boehly,Los Angeles Dodgers,MLB,WYDEN FOR SENATE,"$5,400",2016,Democrat,Democrat,5400
Todd Boehly,Los Angeles Dodgers,MLB,MORE CONSERVATIVES PAC (MCPAC),"$5,000",2016,Republican,Republican,5000
Todd Boehly,Los Angeles Dodgers,MLB,INNOVATION POLITICAL ACTION COMMITTEE,"$2,800",2020,Republican,Republican,2800
Todd Boehly,Los Angeles Dodgers,MLB,MAX ROSE FOR CONGRESS,"$2,800",2020,Democrat,Democrat,2800
Todd Boehly,Los Angeles Dodgers,MLB,BENNET FOR COLORADO,"$2,700",2016,Democrat,Democrat,2700
Todd Boehly,Los Angeles Dodgers,MLB,CATHERINE CORTEZ MASTO FOR SENATE,"$2,700",2016,Democrat,Democrat,2700
Todd Boehly,Los Angeles Dodgers,MLB,EVAN BAYH COMMITTEE,"$2,700",2016,Democrat,Democrat,2700
Todd Boehly,Los Angeles Dodgers,MLB,KATIE MCGINTY FOR SENATE,"$2,700",2016,Democrat,Democrat,2700
Todd Boehly,Los Angeles Dodgers,MLB,TAMMY FOR ILLINOIS,"$2,700",2016,Democrat,Democrat,2700
Todd Boehly,Los Angeles Dodgers,MLB,GEORGE HOLDING FOR CONGRESS INC.,"$2,700",2018,Republican,Republican,2700
Todd Boehly,Los Angeles Dodgers,MLB,KEVIN MCCARTHY FOR CONGRESS,"$2,700",2018,Republican,Republican,2700
Todd Boehly,Los Angeles Dodgers,MLB,KINZINGER FOR CONGRESS,"$2,700",2018,Republican,Republican,2700
Todd Boehly,Los Angeles Dodgers,MLB,MCHENRY FOR CONGRESS,"$2,700",2018,Republican,Republican,2700
Todd Boehly,Los Angeles Dodgers,MLB,MIKE GALLAGHER FOR WISCONSIN,"$2,700",2018,Republican,Republican,2700
Todd Boehly,Los Angeles Dodgers,MLB,CROWLEY FOR CONGRESS,"$2,700",2018,Democrat,Democrat,2700
Todd Boehly,Los Angeles Dodgers,MLB,JOE KENNEDY FOR CONGRESS,"$2,700",2018,Democrat,Democrat,2700
Todd Boehly,Los Angeles Dodgers,MLB,ROSEN FOR NEVADA,"$2,700",2018,Democrat,Democrat,2700
Todd Boehly,Los Angeles Dodgers,MLB,SERVE AMERICA PAC,"$2,700",2018,Democrat,Democrat,2700
Todd Boehly,Los Angeles Dodgers,MLB,SINEMA FOR ARIZONA,"$2,700",2018,Democrat,Democrat,2700
Todd Ricketts,Chicago Cubs,MLB,TRUMP VICTORY,"$50,000",2020,Republican,Republican,50000
Todd Ricketts,Chicago Cubs,MLB,ILLINOIS REPUBLICAN PARTY,"$10,050",2016,Republican,Republican,10050
Todd Ricketts,Chicago Cubs,MLB,REPUBLICAN PARTY OF WISCONSIN,"$10,000",2016,Republican,Republican,10000
Todd Ricketts,Chicago Cubs,MLB,BURGESS FOR UTAH,"$5,600",2020,Republican,Republican,5600
Todd Ricketts,Chicago Cubs,MLB,MIKE GALLAGHER FOR WISCONSIN,"$5,600",2020,Republican,Republican,5600
Todd Ricketts,Chicago Cubs,MLB,WINRED,"$5,600",2020,Republican,Republican,5600
Todd Ricketts,Chicago Cubs,MLB,DOLD FOR CONGRESS,"$5,400",2016,Republican,Republican,5400
Todd Ricketts,Chicago Cubs,MLB,ELISE FOR CONGRESS,"$5,400",2016,Republican,Republican,5400
Todd Ricketts,Chicago Cubs,MLB,FRIENDS OF KELLY AYOTTE INC,"$5,400",2016,Republican,Republican,5400
Todd Ricketts,Chicago Cubs,MLB,JOAN MCCARTHY LASONDE FOR CONGRESS,"$5,400",2016,Republican,Republican,5400
Todd Ricketts,Chicago Cubs,MLB,KIRK VICTORY 2016,"$5,400",2016,Republican,Republican,5400
Todd Ricketts,Chicago Cubs,MLB,LIZ CHENEY FOR WYOMING,"$5,400",2016,Republican,Republican,5400
Todd Ricketts,Chicago Cubs,MLB,MIKE GALLAGHER FOR WISCONSIN,"$5,400",2016,Republican,Republican,5400
Todd Ricketts,Chicago Cubs,MLB,SCOTT WALKER INC.,"$5,400",2016,Republican,Republican,5400
Todd Ricketts,Chicago Cubs,MLB,CATHY MCMORRIS RODGERS FOR CONGRESS,"$5,400",2018,Republican,Republican,5400
Todd Ricketts,Chicago Cubs,MLB,MIKE GALLAGHER FOR WISCONSIN,"$5,400",2018,Republican,Republican,5400
Todd Ricketts,Chicago Cubs,MLB,FRIENDS OF JOE HECK,"$2,700",2016,Republican,Republican,2700
Todd Ricketts,Chicago Cubs,MLB,ROSKAM FOR CONGRESS COMMITTEE,"$2,700",2016,Republican,Republican,2700
Todd Ricketts,Chicago Cubs,MLB,DUFFY FOR WISCONSIN,"$2,700",2018,Republican,Republican,2700
Todd Ricketts,Chicago Cubs,MLB,GREG FOR MONTANA,"$2,700",2018,Republican,Republican,2700
Todd Ricketts,Chicago Cubs,MLB,HANDEL FOR CONGRESS,"$2,700",2018,Republican,Republican,2700
Todd Ricketts,Chicago Cubs,MLB,ROSKAM FOR CONGRESS COMMITTEE,"$2,700",2018,Republican,Republican,2700
Todd Ricketts,Chicago Cubs,MLB,UPTON FOR ALL OF US,"$2,700",2018,Republican,Republican,2700
Todd Ricketts,Chicago Cubs,MLB,UNINTIMIDATED PAC INC,"$2,485",2016,Republican,Republican,2485
Tom Gores,Detroit Pistons,NBA,HILLARY VICTORY FUND,"$50,000",2016,Democrat,Democrat,50000
Tom Gores,Detroit Pistons,NBA,REPUBLICAN NATIONAL COMMITTEE,"$5,400",2016,Republican,Republican,5400
Tom Gores,Detroit Pistons,NBA,HILLARY FOR AMERICA,"$2,700",2016,Democrat,Democrat,2700
Tom Ricketts,Chicago Cubs,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,"$10,000",2016,Bipartisan,Bipartisan,10000
Tom Stillman,Saint Louis Blues,NHL,JOSH HAWLEY FOR SENATE,"$5,000",2018,Republican,Republican,5000
Tom Stillman,Saint Louis Blues,NHL,LIZ CHENEY FOR WYOMING,"$1,000",2016,Republican,Republican,1000
Tom Stillman,Saint Louis Blues,NHL,BOB HUGIN FOR SENATE INC,"$1,000",2018,Republican,Republican,1000
Tom Werner,Boston Red Sox,MLB,UNITE THE COUNTRY,"$75,000",2020,Democrat,Democrat,75000
Tom Werner,Boston Red Sox,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,"$10,000",2016,Bipartisan,Bipartisan,10000
Tom Werner,Boston Red Sox,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,"$10,000",2018,Bipartisan,Bipartisan,10000
Tom Werner,Boston Red Sox,MLB,FRIENDS OF SCHUMER,"$5,400",2016,Democrat,Democrat,5400
Tom Werner,Boston Red Sox,MLB,SENATE IMPACT: TN & NV,"$5,400",2018,Democrat,Democrat,5400
Tom Werner,Boston Red Sox,MLB,THE MARKEY COMMITTEE,"$5,000",2020,Democrat,Democrat,5000
Tom Werner,Boston Red Sox,MLB,OFFICE OF THE COMMISSIONER OF MAJOR LEAGUE BASEBALL POLITICAL ACTION COMMITTEE,"$5,000",2020,Bipartisan,Bipartisan,5000
Tom Werner,Boston Red Sox,MLB,BIDEN FOR PRESIDENT,"$2,800",2020,Democrat,Democrat,2800
Tom Werner,Boston Red Sox,MLB,KENNEDY FOR MASSACHUSETTS,"$2,800",2020,Democrat,Democrat,2800
Tom Werner,Boston Red Sox,MLB,WIN THE ERA PAC,"$2,800",2020,Democrat,Democrat,2800
Tom Werner,Boston Red Sox,MLB,HILLARY FOR AMERICA,"$2,700",2016,Democrat,Democrat,2700
Tom Werner,Boston Red Sox,MLB,DODSON FOR SENATE-WYOMING FIRST INC,"$2,700",2018,Republican,Republican,2700
Tom Werner,Boston Red Sox,MLB,RUFUS GIFFORD FOR CONGRESS,"$2,700",2018,Democrat,Democrat,2700
Tom Werner,Boston Red Sox,MLB,KAINE FOR VIRGINIA,"$2,600",2016,Democrat,Democrat,2600
Tom Werner,Boston Red Sox,MLB,MONTANANS FOR TESTER,"$2,500",2018,Democrat,Democrat,2500
Tom Werner,Boston Red Sox,MLB,JAKE AUCHINCLOSS FOR CONGRESS,"$2,000",2020,Democrat,Democrat,2000
Tom Werner,Boston Red Sox,MLB,RANDY BRYCE FOR CONGRESS,"$1,000",2018,Democrat,Democrat,1000
Tom Werner,Boston Red Sox,MLB,KOHL FOR CONGRESS,$500,2018,Democrat,Democrat,500
Tom Werner,Boston Red Sox,MLB,ACTBLUE,$50,2018,Democrat,Democrat,50
Tony Ressler,Atlanta Hawks,NBA,SENATE MAJORITY PAC,"$25,000",2016,Democrat,Democrat,25000
Tony Ressler,Atlanta Hawks,NBA,FRIENDS OF SCHUMER,"$5,400",2016,Democrat,Democrat,5400
Tony Ressler,Atlanta Hawks,NBA,DEMOCRATS FOR OPPORTUNITY FUND,"$5,000",2018,Democrat,Democrat,5000
Tony Ressler,Atlanta Hawks,NBA,BENNET FOR AMERICA,"$2,800",2020,Democrat,Democrat,2800
Tony Ressler,Atlanta Hawks,NBA,ROYCE CAMPAIGN COMMITTEE,"$2,700",2016,Republican,Republican,2700
Tony Ressler,Atlanta Hawks,NBA,CITIZENS FOR WATERS,"$2,700",2018,Democrat,Democrat,2700
Tony Ressler,Atlanta Hawks,NBA,HECK YES! VICTORY FUND,"$2,000",2016,Republican,Republican,2000
Tony Ressler,Atlanta Hawks,NBA,NRCC,"$2,000",2016,Republican,Republican,2000
Troy Stafford,Premium Motorsports,NASCAR,THE RICHARD BURR COMMITTEE,$250,2016,Republican,Republican,250
Vincent J. Viola,Florida Panthers,NHL,CME GROUP INC. PAC,"$10,000",2016,Bipartisan,Bipartisan,10000
Vincent J. Viola,Florida Panthers,NHL,CME GROUP INC. PAC,"$10,000",2018,Bipartisan,Bipartisan,10000
Vincent J. Viola,Florida Panthers,NHL,CME GROUP INC. PAC,"$5,000",2020,Bipartisan,Bipartisan,5000
Virginia McCaskey,Chicago Bears,NFL,GRIDIRON-PAC,"$5,000",2016,Bipartisan,Bipartisan,5000
Virginia McCaskey,Chicago Bears,NFL,GRIDIRON-PAC,"$5,000",2018,Bipartisan,Bipartisan,5000
Virginia McCaskey,Chicago Bears,NFL,GRIDIRON-PAC,"$5,000",2020,Bipartisan,Bipartisan,5000
Vivek Ranadive,Sacramento Kings,NBA,HILLARY VICTORY FUND,"$53,031",2016,Democrat,Democrat,53031
Vivek Ranadive,Sacramento Kings,NBA,HILLARY FOR AMERICA,"$2,700",2016,Democrat,Democrat,2700
W. Joseph Williams Jr.,Cincinnati Reds,MLB,PORTMAN FOR SENATE COMMITTEE,"$5,400",2020,Republican,Republican,5400
W. Joseph Williams Jr.,Cincinnati Reds,MLB,PORTMAN FOR SENATE COMMITTEE,"$5,100",2016,Republican,Republican,5100
W. Joseph Williams Jr.,Cincinnati Reds,MLB,TEAM JOSH,"$5,000",2016,Republican,Republican,5000
W. Joseph Williams Jr.,Cincinnati Reds,MLB,TEAM RYAN,"$2,500",2016,Republican,Republican,2500
W. Joseph Williams Jr.,Cincinnati Reds,MLB,WENSTRUP FOR CONGRESS,"$2,000",2016,Republican,Republican,2000
W. Joseph Williams Jr.,Cincinnati Reds,MLB,BRAD WENSTRUP VICTORY FUND,"$1,500",2018,Republican,Republican,1500
W. Joseph Williams Jr.,Cincinnati Reds,MLB,PROGRESS AND GROWTH PAC,"$1,100",2020,Democrat,Democrat,1100
W. Joseph Williams Jr.,Cincinnati Reds,MLB,PORTMAN-OHIO VICTORY COMMITTEE,"$1,000",2016,Republican,Republican,1000
W. Joseph Williams Jr.,Cincinnati Reds,MLB,RUFUS GIFFORD FOR CONGRESS,"$1,000",2018,Democrat,Democrat,1000
W. Joseph Williams Jr.,Cincinnati Reds,MLB,TEAM JOSH,$400,2018,Republican,Republican,400
Wes Edens,Milwaukee Bucks,NBA,THE PRINCIPLES PROJECT,"$75,000",2018,Democrat,Democrat,75000
Wes Edens,Milwaukee Bucks,NBA,HILLARY ACTION FUND,"$33,400",2016,Democrat,Democrat,33400
Wes Edens,Milwaukee Bucks,NBA,HILLARY VICTORY FUND,"$33,400",2016,Democrat,Democrat,33400
Wes Edens,Milwaukee Bucks,NBA,KLOBUCHAR FOR MINNESOTA,"$5,400",2018,Democrat,Democrat,5400
Wes Edens,Milwaukee Bucks,NBA,RUSS FOR WISCONSIN,"$2,700",2016,Democrat,Democrat,2700
Wes Edens,Milwaukee Bucks,NBA,SEAN BARNEY FOR CONGRESS,"$2,700",2016,Democrat,Democrat,2700
Wyc Grousbeck,Boston Celtics,NBA,RUFUS GIFFORD FOR CONGRESS,$500,2020,Democrat,Democrat,500
Zygi Wilf,Minnesota Vikings,NFL,BIDEN VICTORY FUND,"$21,250",2020,Democrat,Democrat,21250
Zygi Wilf,Minnesota Vikings,NFL,HILLARY VICTORY FUND,"$18,000",2016,Democrat,Democrat,18000
Zygi Wilf,Minnesota Vikings,NFL,GRIDIRON-PAC,"$10,000",2016,Bipartisan,Bipartisan,10000
Zygi Wilf,Minnesota Vikings,NFL,GRIDIRON-PAC,"$10,000",2018,Bipartisan,Bipartisan,10000
Zygi Wilf,Minnesota Vikings,NFL,AMY FOR AMERICA,"$5,600",2020,Democrat,Democrat,5600
